,제목,작가,장르(태국),좋아요수,조회수,구독수,별점,회차,연재시작일(태국),마지막연재일(태국),국가,한국제목,한국작가명,회차(한국),별점(한국),관심수(한국),장르(한국),해시태그(한국),연재시작일(한국),마지막연재일(한국),완결여부,웹툰/시리즈구분,작가전작개수,OSMU여부,태국진출여부,연재기간(태국),연재기간(한국)
95,Daily JoJo,ลีดงกอน,일상,169610,2500000,29229,9.78,100,2021-09-22,2022-12-13,한국,조조코믹스,글/그림 이동건,101,9.93,395679,로맨스,"로맨스,비밀연애,현실로맨스,오피스로맨스,사내연애",2021-07-16,2022-10-11,False,웹툰,13,False,True,447,452.0
96,7 ปีต่อมา ข้ามเวลามาพบเธอ,Tirapuw / hievasp,로맨스,122216,2700000,87069,9.68,56,2021-09-22,2022-12-13,인도네시아,,,0,,0,,,,,,,0,False,True,447,
97,รักใสๆ ของยอนอู,ลีซล,로맨스,453616,8600000,144421,9.84,95,2021-09-22,2022-12-13,한국,연우의 순정,글/그림 이솔,137,9.94,229912,감성,"감성,다정남,걸크러시",2020-09-21,2023-09-11,False,웹툰,1,False,True,447,1085.0
98,อัศวินลูกรัก... มาฆ่าฉันเถอะ,จอนเซกี / จอนโฮยุน,로맨스판타지,141246,3100000,81380,9.59,66,2021-09-22,2022-12-13,한국,HD용사가 있었는데요 [웹툰],글 전호윤 그림 전세기,94,9.5,11,소년,소년,2021-02-26,2023-03-18,True,시리즈,2,False,True,447,750.0
99,หอพัก 95!,Didiwalker,드라마,1200000,32600000,397756,9.77,259,2021-09-22,2022-12-13,인도네시아,,,0,,0,,,,,,,0,False,True,447,
100,เมื่อฉันต้องไปอยู่โรงเรียนชายล้วน,Caramel_Kung,로맨스,2300000,69800000,776207,9.66,92,2021-04-07,2023-09-12,태국,,,0,,0,,,,,,,0,False,False,888,
101,เจ้าสาวราชามังกร,SOY MEDIA / Kanghee Jamae,로맨스판타지,256559,7000000,244728,9.87,24,2023-04-12,2023-09-13,한국,약탈 신부,글/그림 팀 카푸치노 원작 강희자매,42,9.8,195107,로맨스,"로맨스,혐관로맨스,인외존재,구원서사,소설원작",2022-12-29,2023-09-07,False,웹툰,1,False,True,154,252.0
102,แด่ตัวละครโปรดที่ถูกทิ้ง,Kim Seonyu / Ryuho,로맨스판타지,805280,16300000,289398,9.88,56,2022-08-17,2023-08-23,한국,버려진 나의 최애를 위하여,글 류호 그림 기묭 원작 김선유,56,9.93,305943,로맨스,"로맨스,소설원작",2022-05-04,2023-05-24,False,웹툰,1,False,True,371,385.0
103,ข้าเนี่ยนะเป็นพระสนม,LICO / koyanghee,로맨스판타지,16599,450901,51624,9.91,4,2023-08-16,2023-09-13,한국,"고수, 후궁으로 깨어나다",글/그림 LICO 원작 코양희,25,9.96,112316,로맨스,"로맨스,요즘핫한추천작,로맨스코미디,궁중로맨스,동양풍판타지,걸크러시",2023-05-27,2023-09-09,False,웹툰,13,False,True,28,105.0
104,เกมจีบหนุ่มมรณะ,Ryoung,로맨스,832791,21000000,333253,9.35,75,2022-04-20,2023-09-13,한국,존잘주의,글/그림 령,106,9.31,248195,로맨스,"로맨스,학원물,역하렘",2021-09-17,2023-09-08,False,웹툰,4,False,True,511,721.0
105,ความรักของอิซอบ,248,로맨스,5267,208598,29242,9.93,2,2023-09-06,2023-09-13,한국,이섭의 연애,글/그림 248 원작 김언희,14,9.95,106755,로맨스,"로맨스,재벌,오피스로맨스,사내연애,까칠남,소설원작",2023-07-24,2023-09-11,False,웹툰,1,False,True,7,49.0
106,ครอบครัวสามีเห็นทีจะคลั่งรัก,seungu / Han Yoon seol,로맨스판타지,672981,15300000,280995,9.86,61,2022-07-27,2023-09-13,한국,시월드가 내게 집착한다,글/그림 승우 원작 한윤설,77,9.98,490613,로맨스,"로맨스,햇살캐,집착물,계약연애,회귀,선결혼후연애,구원서사,소설원작",2021-11-27,2023-05-13,False,웹툰,3,False,True,413,532.0
107,สงครามสองพี่น้อง,คีแมงกิ,드라마,334013,6800000,147613,9.82,50,2022-10-12,2023-09-13,한국,자매전쟁,글/그림 기맹기,62,9.95,326442,드라마,"드라마,계략여주,학원로맨스,복수극",2022-08-27,2023-09-09,False,웹툰,5,False,True,336,378.0
108,ตั๋วโกงชีวิต,รยู,판타지,859651,32900000,337179,9.75,142,2021-01-06,2023-09-13,한국,사신소년,글/그림 류,192,9.91,629407,액션,"액션,이능력배틀물,소년왕도물,먼치킨",2019-07-08,2023-09-11,False,웹툰,1,False,True,980,1526.0
109,Reality Quest,Joowoon Lee / Taesung,판타지,326447,10800000,192898,9.76,74,2022-04-27,2023-09-13,한국,현실퀘스트,글 이주운 그림 태성,102,9.77,362520,액션,"액션,게임판타지,회귀,학원물",2021-10-27,2023-09-06,False,웹툰,1,False,True,504,679.0
110,จอมเวทเกิดใหม่ในรอบ 66666 ปี,PASA / TARU,판타지,599361,14200000,232645,9.79,92,2021-11-24,2023-09-13,한국,66666년 만에 환생한 흑마법사,글 팀 더 지크 그림 파사 원작 화봉,102,9.86,351556,판타지,"판타지,회귀,먼치킨,소설원작",2021-06-29,2023-09-12,False,웹툰,3,False,True,658,805.0
111,รักต้องกัด,ซองอึน,로맨스,639324,19500000,334909,9.79,101,2021-09-08,2023-09-13,한국,물어보는 사이,글/그림 성은,116,9.94,391206,로맨스,"로맨스,아이돌,계약연애,직진남,인외존재,연예계,삼각관계,뱀파이어",2021-06-06,2023-09-10,False,웹툰,3,False,True,735,826.0
112,WEAK HERO,SEOPASS / คิมจินซอก,액션,2100000,75000000,509568,9.86,243,2019-01-30,2023-09-13,한국,약한영웅,글 서패스 그림 김진석,263,9.5,551082,액션,"액션,드라마&영화 원작웹툰,힘숨찐,학원물",2018-05-05,2023-09-09,False,웹툰,2,True,True,1687,1953.0
113,Couple Breaker,คีแมงกิ / แทกอน,로맨스,54209,1200000,63726,9.87,18,2023-05-24,2023-09-13,한국,커플브레이커,글 기맹기 그림 태건,39,9.93,204295,로맨스,"로맨스,2030연애,계약연애,현실로맨스,걸크러시",2023-01-12,2023-09-07,False,웹툰,6,False,True,112,238.0
114,เลดี้ชู,Flowing HonEy / Hash,로맨스판타지,307479,7500000,138379,9.84,70,2022-05-25,2023-09-13,한국,슈공녀,글 꿀이흐르는 출판사동아,231,9.4,16,로판,로판,2019-01-16,2019-01-16,True,시리즈,6,False,True,476,0.0
115,รักฉันสิ นายฆาตกร,Rusena / Borocom,드라마,1100000,26000000,270490,9.57,154,2020-06-24,2023-09-13,한국,소녀재판,글 루즌아 그림 보로콤,175,9.75,378810,드라마,"드라마,2019 지상최대공모전,공감성수치",2020-04-04,2023-09-09,False,웹툰,2,False,True,1176,1253.0
116,เกิดใหม่นักรบพันธุ์ระห่ำ 2,ชองดัม,판타지,41228,1200000,50978,9.35,20,2023-04-26,2023-09-13,한국,투신전생기,글/그림 청담,90,9.87,425455,액션,"액션,회귀,이능력배틀물,복수극,먼치킨",2021-06-26,2023-09-09,False,웹툰,1,False,True,140,805.0
117,เพราะเราคู่กัน 2gether The Series,JittiRain / นุง,LGBTQ+ / Y,251607,6000000,161229,9.6,57,2021-08-04,2023-09-13,한국,투게더 더 시리즈(2gether The Series) [BL],글 눙 그림 눙,99,9.8,58,BL,BL,2021-03-19,2023-09-08,False,시리즈,1,False,True,770,903.0
118,Dangerous Sun ณ ตะวันที่ผมรัก,ก่อนกรกฎ / AKIRA,LGBTQ+ / Y,22714,686735,36866,9.68,13,2023-06-27,2023-09-12,태국,,,0,,0,,,,,,,0,False,False,77,
119,ผู้เล่นขั้นเทพแห่งหอคอยฝึกสอน,บังกุซอก คิมซี / โอมากัม,판타지,1000000,33000000,394110,9.74,141,2021-01-13,2023-09-13,한국,튜토리얼 탑의 고인물,글/그림 토프 원작 방구석김씨,181,9.72,342747,액션,"액션,고인물,아포칼립스,사이다,게임판타지,헌터물,먼치킨,소설원작",2020-04-28,2023-09-12,False,웹툰,2,False,True,973,1232.0
120,เด็กหนุ่มผู้ลงทัณฑ์,KIM SOONG NYUNG / GWANG SAN,스릴러,124336,3800000,89855,9.72,57,2022-08-24,2023-09-13,한국,사형소년,글 김숭늉 박태준 만화회사 그림 광산,73,9.73,329856,스릴러,"스릴러,사이다",2022-05-28,2023-09-09,False,웹툰,13,False,True,385,469.0
121,คืนร้อน คำสาปรัก,LUNA / FURIK,로맨스판타지,258070,6200000,123912,9.58,91,2021-12-29,2023-09-13,한국,몸이 바뀌는 사정,글 푸릭 그림 달꽃 원작 윤달,108,9.87,134537,로맨스,"로맨스,집착물,성별반전,직진남,삼각관계,빙의,로판,구원서사",2021-08-28,2023-09-09,False,웹툰,2,False,True,623,742.0
122,ทัณฑ์ดอกไม้ของแม่มด,EUNBAEK / SEOHYUN,스릴러,118369,2100000,54303,9.89,54,2022-09-14,2023-09-13,한국,마녀의 심판은 꽃이 된다,글 은백 그림 서현,82,9.93,91532,스릴러,"스릴러,레드스트링,완결스릴러",2021-11-10,2023-06-14,True,웹툰,1,False,True,364,581.0
123,Troll Trap,U. bi,판타지,193206,4500000,99057,9.7,103,2021-10-06,2023-09-13,한국,트롤트랩,글/그림 유비,254,9.5,171289,판타지,"판타지,소년왕도물",2017-10-11,2023-09-06,False,웹툰,1,False,True,707,2156.0
124,Self ฉันเป็นแบบนี้มันผิดตรงไหน,M.desu,로맨스,16369,395098,21898,9.8,12,2023-07-04,2023-09-12,태국,,,0,,0,,,,,,,0,False,False,70,
125,สยบหัวใจสามีตัวร้าย,duzy / yunson,로맨스,122808,3500000,97012,9.63,63,2022-07-13,2023-09-13,한국,위험한 남편을 길들이는 법,글/그림 두지 원작 윤손,78,9.88,116302,로맨스,"로맨스,선결혼후연애,소설원작,완결무료,완결로맨스",2022-02-05,2023-07-29,True,웹툰,1,False,True,427,539.0
126,The Lone Necromancer,JJJ / KIM KYOUNG-YEOL,액션,80079,1700000,56321,9.79,56,2022-08-31,2023-09-13,한국,나 혼자 네크로맨서,글 김경열 그림 김동준 원작 지점장,106,9.76,210395,판타지,"판타지,아포칼립스,이능력배틀물,먼치킨,소설원작",2021-09-15,2023-09-06,False,웹툰,2,False,True,378,721.0
127,ใต้ร่มวันฝนพรำ,Dindon / Seo hye eun,로맨스,45116,1100000,49559,9.64,38,2023-01-04,2023-09-13,한국,이제야 연애,글/그림 딘돈 원작 서혜은,69,9.93,147823,로맨스,"로맨스,소설원작,완결로맨스",2021-09-26,2023-03-26,True,웹툰,2,False,True,252,546.0
128,เพลิงแค้นของอัศวิน,ฮวันแดง,액션,248648,5900000,81265,9.78,115,2021-07-14,2023-09-13,한국,잔불의 기사,글/그림 환댕,135,9.93,218917,판타지,"판타지,세계관,판무,복수극",2021-03-21,2023-09-10,False,웹툰,1,False,True,791,903.0
129,ผู้ชายในเงามืด,A-BAM,스릴러,45325,785413,31364,9.9,35,2023-01-25,2023-09-13,한국,HD숨겨진 남자,글 아밤 그림 아밤,72,9.3,6,드라마,드라마,2021-05-25,2022-05-24,True,시리즈,1,False,True,231,364.0
130,สุภาพบุรุษบุษบา,จูฮยอนฮู,개그,504545,11700000,160781,9.82,165,2020-05-20,2023-09-13,한국,꽃만 키우는데 너무강함,글/그림 주현후 원작 쿰타타,186,9.93,190761,판타지,"판타지,게임판타지,먼치킨,소설원작",2020-03-04,2023-09-06,False,웹툰,1,False,True,1211,1281.0
131,รูมเมตฉันคือคุณชายจิ้งจอก [My Roommate Is a Gumiho],นา,로맨스,396101,7400000,137731,9.64,151,2021-05-05,2023-09-13,한국,[드라마원작] 간 떨어지는 동거,글/그림 나,184,9.96,772031,로맨스,"로맨스,드라마&영화 원작웹툰,혐관로맨스,캠퍼스로맨스,인외존재,삼각관계",2017-08-02,2021-02-03,True,웹툰,4,True,True,861,1281.0
132,อึดอัดนักก็รักไปเลย,JANS,로맨스,30901,800848,33723,9.52,47,2022-11-02,2023-09-13,한국,불편한 관계,글/그림 잔스,64,9.87,254171,로맨스,"로맨스,비밀연애,현실로맨스,직진남,오피스로맨스,사내연애",2021-04-21,2022-09-21,False,웹툰,2,False,True,315,518.0
133,ขอรักอีกครั้งหนึ่ง,DDOGAK / I SOON KI,로맨스,23899,794223,35082,9.61,44,2022-11-23,2023-09-13,한국,또 다른 사랑,글 이순기 그림 또각 원작 스파클라,57,9.95,106216,드라마,"드라마,소설원작,완결드라마",2021-12-27,2023-01-16,True,웹툰,3,False,True,294,385.0
134,ชินโดริม,O SE HYUNG,액션,37481,874763,22898,9.43,92,2021-12-22,2023-09-13,한국,신도림,글/그림 오세형,279,9.9,342337,액션,"액션,아포칼립스,이능력배틀물,완결액션",2016-08-08,2022-07-25,True,웹툰,3,False,True,630,2177.0
135,พระชายาผู้ฆ่าหมีขยี้วังมังกร,RabbitRose,소설,33477,1100000,34437,9.59,111,2021-12-22,2023-09-13,태국,,,0,,0,,,,,,,0,False,False,630,
136,บุตรีดยุกขอไม่แต่งงานกับหนุ่มในฝัน,teju / Gwonsuri,로맨스판타지,36173,851949,37156,9.43,72,2022-05-11,2023-09-13,한국,,,0,,0,,,,,,,0,False,True,490,
137,ลำธารแห่งเหล่าเงือก,sunman,스릴러,23820,456180,28888,9.59,49,2022-10-19,2023-09-13,한국,,,0,,0,,,,,,,0,False,True,329,
138,Tomorrow,Llama,드라마,31777,706087,27001,9.48,83,2022-03-02,2023-09-13,한국,내일,글/그림 라마,299,9.95,558786,드라마,"드라마,드라마&영화 원작웹툰,사이다,감성드라마",2017-05-20,2023-04-29,False,웹툰,1,True,True,560,2170.0
139,เพื่อนบ้านผมเป็นแวมไพร์?!,Lee Manse,LGBTQ+ / Y,59495,1200000,59489,9.79,3,2023-04-19,2023-04-19,한국,옆집 동생이 뱀파이어면 어떡하죠?!,글/그림 이만세,70,9.8,130233,로맨스,"로맨스,완결로맨스",2022-06-22,2023-07-12,True,웹툰,1,False,True,0,385.0
140,Love WiFi - สื่อรักข้ามมิติ,Joa / Ginyu,로맨스,13760,308702,14784,9.85,3,2023-07-26,2023-07-26,한국,,,0,,0,,,,,,,0,False,True,0,
141,Never Mind Darling,Fever,LGBTQ+ / Y,25646,680000,37866,9.78,1,2023-05-10,2023-05-10,한국,,,0,,0,,,,,,,0,False,True,0,
142,โรงยิมฮันริม,ฮเยซอง / ลีซอกแจ,액션,348324,13000000,132969,9.68,3,2020-08-12,2020-08-12,한국,한림체육관,글 혜성 그림 이석재,145,9.02,387622,액션,"액션,블루스트링,슈퍼스트링,학원물,소년왕도물",2020-05-25,2023-09-11,False,웹툰,1,False,True,0,1204.0
143,อย่าบอกใครนะ!,Bori Mustache / Usong,LGBTQ+ / Y,83038,1600000,59454,9.72,3,2022-10-26,2022-10-26,한국,비밀을 지켜라! [BL],글 보리수염 그림 유송,60,9.5,10,BL,BL,2020-05-29,2021-11-19,True,시리즈,5,False,True,0,539.0
144,เรจิน่า เรน่า,Seol Dong-Won / NANA,로맨스판타지,312703,6900000,188197,9.82,3,2022-05-18,2022-05-18,한국,레지나레나 - 용서받지 못한 그대에게,글 곽나나 그림 설동원 원작 김영지,46,9.9,104657,로맨스,"로맨스,회귀,소설원작",2021-12-19,2022-10-23,False,웹툰,2,False,True,0,308.0
145,ผู้พิทักษ์แกะน้อย,JUNS,드라마,5987,139025,6128,9.56,3,2023-03-15,2023-03-15,태국,,,0,,0,,,,,,,0,False,False,0,
146,ร้องไห้เถิดเพคะ องค์ชาย,DuckDam,로맨스판타지,170935,4000000,135234,9.6,72,2022-02-23,2023-08-09,한국,"울어주세요, 황태자님",글/그림 Duck담,72,9.89,141750,로맨스,"로맨스,로판",2021-11-11,2021-11-11,False,웹툰,1,False,True,532,0.0
147,ดรูอิดแห่งสถานีโซล,ฮวัลซองกม / มุนซองโฮ,판타지,533715,18200000,267839,9.67,104,2021-08-25,2023-08-02,한국,서울역 드루이드,글 문성호 그림 활성곰 원작 진설우,110,9.82,178906,판타지,"판타지,헌터물,먼치킨,소설원작",2021-06-10,2023-09-07,False,웹툰,2,False,True,707,819.0
148,ปฏิบัติการสร้างสุดยอดสามี,Uginon / Curlin,로맨스판타지,548610,12600000,228268,9.7,90,2021-09-29,2023-07-19,한국,남편을 만렙으로 키우려 합니다,글 유기농 그림 컬린 원작 누오바,113,9.91,195342,로맨스,"로맨스,회귀,선결혼후연애,소설원작",2021-06-18,2023-09-08,False,웹툰,1,False,True,658,812.0
149,ฉันอยากให้โลกนี้ล่มสลาย,4'Floor,로맨스판타지,52154,1000000,72481,9.76,19,2022-12-27,2023-04-18,태국,,,0,,0,,,,,,,0,False,False,112,
150,โลกสดใสวัยสีชมพู,โมรังจี,감성,3200000,77700000,559473,9.81,340,2022-12-27,2023-04-18,한국,소녀의 세계,글/그림 모랑지,384,9.79,1124938,드라마,"드라마,하이틴,학원로맨스,직진남,삼각관계,까칠남,감성드라마",2015-05-17,2023-09-10,False,웹툰,3,False,True,112,3038.0
151,อูยองอู ทนายอัจฉริยะ [Extraordinary Attorney Woo],Yuil / HwaUmJo,드라마,48907,1200000,69282,9.53,19,2022-12-27,2023-04-18,한국,이상한 변호사 우영우,글 원프로젝트 그림 화음조 이예지,48,8.19,122492,드라마,"드라마,햇살캐,법정드라마,드라마&영화 원작웹툰,힐링,직업드라마",2022-07-27,2023-09-06,False,웹툰,1,True,True,112,406.0
152,ไหนบอกว่าฉันใกล้ตาย!,Essie / Hyeyong,로맨스판타지,191812,4400000,189509,9.89,19,2023-05-04,2023-09-14,한국,시한부인 줄 알았어요!,글 혜용 그림 에시 원작 최아리,50,9.96,318071,로맨스,"로맨스,햇살캐,로맨스코미디,궁중로맨스,계약연애,삼각관계,로판",2022-10-31,2023-09-04,False,웹툰,4,False,True,133,308.0
153,หนูน้อยทรราช,Lee Huin / Awon,로맨스판타지,158579,3900000,169673,9.9,19,2023-05-18,2023-09-14,한국,베이비 폭군,글/그림 아원 원작 이흰,34,9.96,175083,로맨스,"로맨스,육아물,소설원작",2023-02-28,2023-09-12,False,웹툰,1,False,True,119,196.0
